Tract,Longitude,Latitude,HousingMedianAge,TotalRooms,TotalBedrooms,Population,Households,MedianIncome,MedianHouseValue
3252,-118.21,34.13,52,2465,611,1433,570,3.25,214.2
3253,-118.22,34.13,47,1585,420,949,366,2.7098,173.8
3254,-118.22,34.13,52,791,174,501,162,3.3542,178.1
3255,-118.18,34.13,52,2228,475,1311,452,3.5341,182.1
3256,-118.18,34.12,52,1081,311,904,283,1.9219,165.1
3257,-118.18,34.12,45,2397,488,1569,471,4.21,167.9
3258,-118.17,34.12,35,2568,672,1696,605,2.9154,169.2
3259,-118.18,34.12,29,2640,737,1795,655,2.369,173.4
3260,-118.19,34.13,50,1309,302,883,293,3.1287,198
3261,-118.19,34.12,41,2591,682,2366,583,2.3071,146.4
3262,-118.19,34.12,44,1219,324,1036,282,4.0417,170.6
3263,-118.19,34.12,36,2833,720,2148,709,2.7012,172.1
3264,-118.2,34.13,30,3369,824,2032,795,4.0052,196.4
3265,-118.2,34.13,50,2929,588,1931,574,3.3438,173.6
3266,-118.2,34.12,52,1580,426,1462,406,3.3326,167.6
3267,-118.2,34.12,41,1908,503,1557,453,2.9194,162
3268,-118.21,34.12,52,1590,360,1127,321,3.4625,173.9
3269,-118.21,34.12,41,1904,514,1666,498,3.6845,175.8
3270,-118.21,34.12,52,1301,389,1189,361,2.5139,190
3271,-118.2,34.11,46,3659,1068,4153,993,2.5211,162.9
3272,-118.2,34.11,52,1901,525,1856,480,3,156.4
3273,-118.19,34.12,46,3387,820,2833,813,2.987,176.9
3274,-118.19,34.11,40,1266,348,1032,315,2.1667,150
3275,-118.19,34.12,35,2524,749,2487,679,2.4932,167.7
3276,-118.18,34.11,33,1523,391,753,298,2.6591,183.8
3277,-118.18,34.11,44,1346,398,1204,344,2.3984,152.2
3278,-118.19,34.11,26,1638,457,1155,437,3.4227,143.8
3279,-118.19,34.1,42,1577,379,1317,378,3.2121,153.9
3280,-118.2,34.11,36,1441,534,1809,500,2.1793,185.7
3281,-118.2,34.11,37,2040,611,1698,545,1.9355,166.3
3282,-118.2,34.1,30,3643,1197,4336,1163,2.07,154.5
3283,-118.21,34.1,47,5077,1271,3348,1106,3.0377,186.8
3284,-118.22,34.1,35,4003,788,2785,764,4.1213,252.1
3285,-118.23,34.1,38,1051,249,799,229,2.712,143.8
3286,-118.23,34.1,46,2483,587,2121,553,2.2788,152.9
3287,-118.21,34.09,34,1660,412,1678,382,2.7708,148.2
3288,-118.22,34.1,33,1903,386,1187,340,4.0469,196.6
3289,-118.22,34.09,42,1706,488,1941,447,2.5213,149.7
3290,-118.22,34.09,36,1427,415,1835,410,2.48,138.9
3291,-118.22,34.09,45,1072,275,996,243,2.8194,165
3292,-118.23,34.09,41,438,201,690,161,2.0476,181.3
3293,-118.23,34.13,48,737,166,462,131,3.5893,212.5
3294,-118.22,34.13,40,2749,580,1375,511,4.825,205.8
3295,-118.23,34.13,34,609,149,407,145,4.5766,185.8
3296,-118.23,34.13,37,1799,426,1088,417,2.975,244.5
3297,-118.22,34.12,28,3306,1025,2670,942,3.0919,185.4
3298,-118.21,34.12,35,1937,439,1523,412,3.5638,170.5
3299,-118.23,34.12,28,1546,465,974,408,2.2843,183.8
3300,-118.24,34.12,41,1213,301,801,300,3.1806,204.2
3301,-118.23,34.12,32,2094,491,1413,479,4.5089,221.1
3302,-118.23,34.11,31,1021,191,495,191,5.5051,223.5
3303,-118.23,34.11,35,4148,971,3220,892,3.3389,187.1
3304,-118.25,34.12,11,1281,418,1584,330,2.8889,153.1
3305,-118.24,34.12,29,2904,892,3320,765,2.6111,168.8
3306,-118.24,34.11,50,2141,451,1777,426,2.7679,178.8
3307,-118.24,34.11,39,1148,348,1161,333,2.2167,176.7
3308,-118.23,34.11,33,2612,646,2496,606,3.133,156
3309,-118.26,34.12,45,2839,698,1768,653,3.1306,214
3310,-118.26,34.11,47,2183,510,1445,503,3.6667,210.9
3311,-118.25,34.11,43,2230,583,1667,543,2.8667,217.8
3312,-118.25,34.11,43,2222,635,1817,606,2.7466,208.9
3313,-118.25,34.11,39,1415,369,1467,351,3.015,156.3
3314,-118.24,34.1,42,1525,456,1688,432,3.1691,141.3
3315,-118.25,34.11,52,125,42,99,40,3.4375,170
3316,-118.25,34.1,42,598,147,312,144,2.625,164.3
3317,-118.25,34.1,42,4198,956,1935,878,3.7184,277.3
3318,-118.26,34.11,52,1740,402,749,335,3.5673,270.7
3319,-118.27,34.14,29,3768,1211,2320,1030,2.7685,204.5
3320,-118.27,34.11,36,1832,539,934,486,3.0521,276.6
3321,-118.27,34.11,39,3825,916,1378,746,4.4094,352.6
3322,-118.28,34.11,38,4453,1156,1830,1099,3.6181,495.6
3323,-118.26,34.12,52,2290,520,1278,485,3.8393,238.2
3324,-118.27,34.12,50,2037,440,1089,417,3.575,230.6
3325,-118.29,34.11,40,2681,737,1144,669,3.0461,264.3
3326,-118.29,34.1,39,2196,582,1165,538,2.9417,254.2
3327,-118.29,34.1,43,1711,443,1190,429,3.5172,265.5
3328,-118.29,34.11,24,3696,1125,1685,1031,2.3789,266.7
3329,-118.29,34.11,48,1448,295,681,287,3.2333,436.4
3330,-118.3,34.11,52,3136,675,1213,606,3.5806,391.9
3331,-118.3,34.1,37,5305,1980,3895,1874,2.0672,283.3
3332,-118.3,34.11,25,1590,218,568,206,8.4389,500.001
3333,-118.3,34.11,52,1954,245,645,237,6.9391,500.001
3334,-118.31,34.11,52,1875,303,735,293,5.8659,433.3
3335,-118.31,34.12,39,3895,561,1271,536,8.0073,500.001
3336,-118.31,34.13,40,2822,443,907,414,7.2692,498.7
3337,-118.32,34.12,52,3410,800,1218,783,4.15,393.5
3338,-118.32,34.11,42,2462,543,857,482,4.0833,434.4
3339,-118.32,34.11,33,5135,1450,2404,1292,3.2462,435.7
3340,-118.32,34.11,48,4472,1579,2796,1397,2.3974,410.7
3341,-118.33,34.11,38,3495,1100,1939,994,2.2148,438.3
3342,-118.33,34.11,48,1601,464,784,461,3.0642,342.9
3343,-118.32,34.13,34,1856,273,540,264,4.0833,500.001
3344,-118.33,34.12,23,1894,416,769,392,6.0352,500.001
3345,-118.34,34.13,45,2375,417,751,410,6.6739,500.001
3346,-118.32,34.14,23,4574,1423,1624,995,4.0965,500.001
3347,-118.34,34.11,40,5485,1242,2034,1133,3.6974,500.001
3348,-118.35,34.1,26,3977,1050,1720,935,3.358,364.5
3349,-118.36,34.1,52,1295,281,578,273,2.976,405.1
3350,-118.36,34.1,52,1096,247,423,230,3.0179,500.001
3351,-118.35,34.1,18,7432,2793,3596,2270,2.8036,225
3352,-118.35,34.1,16,2930,1038,1648,980,2.6458,372.2
3353,-118.35,34.1,20,2745,782,1161,739,3.9044,436.4
3354,-118.35,34.1,18,4109,1301,2103,1116,2.325,250
3355,-118.35,34.1,24,5477,1803,2863,1755,1.845,237.5
3356,-118.34,34.11,51,937,348,527,333,4.3571,468.8
3357,-118.34,34.1,29,3193,1452,2039,1265,1.8209,500.001
3358,-118.34,34.1,24,1996,791,1215,672,1.5429,325
3359,-118.34,34.1,28,2223,752,1271,684,2.5434,232.1
3360,-118.33,34.1,30,5293,2446,4123,2127,1.51,187.5
3361,-118.33,34.1,43,2732,1646,3049,1429,1.3157,333.3
3362,-118.31,34.1,40,4984,2158,4828,2028,1.6903,350
3363,-118.32,34.1,28,1759,716,1463,620,1.7306,450
3364,-118.3,34.1,35,7517,2961,5899,2769,1.9354,340
3365,-118.3,34.1,25,3926,1715,4865,1612,1.6112,262.5
3366,-118.31,34.1,36,2288,1033,3030,890,1.5328,250
3367,-118.31,34.1,33,766,347,918,305,1.705,350
3368,-118.33,34.1,48,1116,524,1610,483,1.625,237.5
3369,-118.33,34.1,45,1913,696,1552,611,2.0888,237.5
3370,-118.32,34.1,43,1615,734,1460,644,1.4005,193.8
3371,-118.32,34.09,34,2473,1171,2655,1083,1.6331,162.5
3372,-118.33,34.09,30,1679,682,1445,579,2.1403,200
3373,-118.33,34.1,29,732,288,691,278,2.1866,250
3374,-118.31,34.1,34,399,141,482,134,1.625,67.5
3375,-118.31,34.09,34,2065,839,2626,775,1.8214,211.1
3376,-118.31,34.09,28,720,267,891,265,1.8977,100
3377,-118.31,34.09,37,773,314,835,312,1.8576,193.8
3378,-118.32,34.09,32,563,191,626,185,2.0341,250
3379,-118.32,34.1,36,1655,690,1957,633,1.7325,221.9
3380,-118.32,34.09,34,1478,675,1976,653,2.0557,225
3381,-118.32,34.1,31,622,229,597,227,1.5284,200
3382,-118.32,34.1,30,2193,965,2197,836,1.8277,137.5
3383,-118.3,34.1,29,3403,1367,3432,1174,1.7083,166.7
3384,-118.31,34.09,36,787,420,1506,360,1.2412,216.7
3385,-118.3,34.1,38,2067,914,2717,853,1.7641,250
3386,-118.3,34.1,36,2284,899,1964,839,1.9297,203.3
3387,-118.29,34.09,34,2716,1114,2991,1021,1.7514,187.5
3388,-118.3,34.09,36,2332,993,3155,927,2.2612,230.4
3389,-118.29,34.1,39,631,298,744,274,2.7054,162.5
3390,-118.29,34.09,29,2240,792,2254,739,2.3317,172.5
3391,-118.28,34.09,38,790,275,664,194,3.0357,175
3392,-118.29,34.09,43,1583,658,1941,614,1.9835,225
3393,-118.29,34.09,28,1562,648,1974,597,1.9766,112.5
3394,-118.29,34.09,35,2198,998,3441,912,2.0467,158.3
3395,-118.29,34.09,35,2624,1116,3548,1008,2.0132,198.4
3396,-118.29,34.09,39,336,173,586,151,1.8056,262.5
3397,-118.3,34.09,29,3245,1190,3906,1102,2.1927,253.3
3398,-118.3,34.09,32,2202,674,2178,635,2.0307,226.7
3399,-118.31,34.09,36,2517,842,2446,689,2.1524,187.5
3400,-118.31,34.09,30,3165,1263,3678,1141,2,240.6
3401,-118.31,34.09,42,1951,846,2500,813,1.5195,218.2
3402,-118.32,34.09,44,2666,830,2297,726,1.676,208.8
3403,-118.32,34.09,28,2173,819,2548,763,1.879,218.8
3404,-118.33,34.09,36,654,186,416,138,3.6953,200
3405,-118.33,34.09,36,561,180,340,127,1.4375,165
3406,-118.33,34.09,40,2004,687,1514,542,1.9911,220
3407,-118.34,34.09,5,2665,954,1733,766,2.3568,204.7
3408,-118.34,34.09,14,3032,999,1691,841,2.2,210
3409,-118.34,34.08,50,3457,854,1584,841,3.1078,346.7
3410,-118.34,34.09,52,1731,502,849,466,3.2946,321.6
3411,-118.34,34.08,52,1430,186,547,178,10.3661,500.001
3412,-118.35,34.09,47,1800,546,921,478,2.8021,280.6
3413,-118.35,34.08,52,2088,388,908,375,3.8141,342
3414,-118.35,34.09,42,2210,643,1228,605,2.5982,315.8
3415,-118.36,34.08,52,1965,480,794,451,3.2824,304.8
3416,-118.32,34.08,52,1164,257,575,251,3.125,380.4
3417,-118.33,34.08,52,1777,454,671,439,3.5083,500.001
3418,-118.33,34.08,50,2989,832,1345,775,3.2426,442.9
3419,-118.31,34.08,30,1390,457,1460,423,2.2422,254.5
3420,-118.31,34.08,31,2275,823,2189,720,1.7542,287.5
3421,-118.32,34.08,46,2038,534,1250,525,2.4196,358.1
3422,-118.31,34.08,23,1443,521,1264,450,2.7543,220
3423,-118.32,34.08,52,1137,304,754,297,3.37,330.3
3424,-118.32,34.08,52,2370,473,1053,434,4.1429,380.3
3425,-118.3,34.08,34,2501,1047,3326,970,1.8771,247.5
3426,-118.3,34.08,36,1276,503,1502,450,2.1766,205.6
3427,-118.31,34.08,26,1609,534,1868,497,2.7038,227.1
3428,-118.29,34.08,34,479,182,557,170,1.525,210
3429,-118.29,34.08,23,1864,937,2795,858,1.8495,212.5
3430,-118.3,34.08,34,1562,651,1774,559,1.5685,225
3431,-118.3,34.08,32,2880,1063,3646,1028,2.3846,258.3
3432,-118.29,34.08,25,2459,823,2635,763,2.4,173.9
3433,-118.37,34.12,34,2821,399,843,391,11.615,500.001
3434,-118.35,34.11,33,7478,1678,2701,1500,4.1717,500.001
3435,-118.36,34.11,35,3946,695,1361,620,6.5195,500.001
3436,-118.38,34.11,38,2601,523,870,474,7.1134,416.7
3437,-118.37,34.11,42,5518,979,1863,957,8.5842,500.001
3438,-118.36,34.1,36,2963,838,1129,745,2.5588,500.001
3439,-118.37,34.1,37,407,67,100,47,15.0001,500.001
3440,-118.38,34.1,39,3798,586,975,525,9.3092,500.001
3441,-118.39,34.1,30,6310,957,1776,880,8.944,500.001
3442,-118.39,34.09,41,730,126,230,125,4.3214,500.001
3443,-118.36,34.09,38,2158,582,1061,577,2.9643,355.3
3444,-118.36,34.08,40,3110,764,1557,763,1.9937,367.1
3445,-118.37,34.08,52,2946,695,1258,650,3.9783,374.1
3446,-118.37,34.08,22,3008,938,1224,816,3.2149,300
3447,-118.37,34.09,31,2697,706,1059,689,2.8942,500.001
3448,-118.36,34.08,45,2195,483,1265,455,3.3864,397.9
3449,-118.37,34.08,52,1466,254,600,253,5.7524,393.6
3450,-118.37,34.08,52,1234,223,543,213,6.0338,423.7
3451,-118.26,34.1,48,2566,571,1421,563,3.6579,318.6
3452,-118.26,34.1,52,1310,263,689,208,4.0721,350
3453,-118.27,34.1,51,3149,519,1082,510,6.4459,421.6
3454,-118.27,34.1,41,3729,740,1364,707,5.7778,412.7
3455,-118.27,34.11,41,4138,1130,1859,1030,2.978,306.8
3456,-118.28,34.11,52,2036,348,775,332,5.4122,397.5
3457,-118.28,34.11,52,1803,437,787,388,4.5781,360.5
3458,-118.28,34.1,44,2728,585,1227,567,4.0602,324
3459,-118.28,34.1,49,1767,467,1066,438,3.0958,210.9
3460,-118.28,34.1,48,805,246,633,235,2.3421,200
3461,-118.28,34.1,49,2843,880,2004,796,2.7875,217.3
3462,-118.27,34.09,48,1527,295,589,286,4.1667,344.8
3463,-118.27,34.09,52,3225,763,1559,710,3.9674,268.8
3464,-118.28,34.09,52,2273,663,1480,597,2.3333,196.5
3465,-118.27,34.09,52,2327,555,1048,491,3.7847,252.3
3466,-118.26,34.09,51,1532,366,669,333,3.6434,278.8
3467,-118.26,34.09,36,3503,833,2652,788,3.8448,241.4
3468,-118.27,34.09,52,1079,222,439,201,4.625,230.8
3469,-118.27,34.09,44,3646,912,1783,861,2.9709,225
3470,-118.26,34.08,52,984,276,994,260,2.3816,166.7
3471,-118.27,34.08,35,1147,365,1016,296,2.3913,198.8
3472,-118.26,34.07,36,2306,813,2823,765,2.0214,170.5
3473,-118.27,34.07,27,1190,518,1795,422,1.7016,160
3474,-118.27,34.08,38,2265,801,2899,792,2.5521,157.5
3475,-118.27,34.08,46,3007,854,2587,814,2.7179,184.3
3476,-118.28,34.08,42,997,374,982,372,2.9423,200
3477,-118.28,34.08,52,2465,773,2328,746,2.6178,203.1
3478,-118.27,34.08,43,962,253,658,244,3.2386,185
3479,-118.27,34.07,38,1270,556,1692,450,1.87,170.8
3480,-118.28,34.08,42,1618,522,1454,440,3.1607,182
3481,-118.28,34.08,39,3162,896,1934,818,2.875,213.5
3482,-118.28,34.08,40,1630,543,1568,510,2.7366,169.1
3483,-118.28,34.09,49,3828,1197,2862,1009,2.4677,219.2
3484,-118.23,34.07,40,506,119,397,114,3.1944,143.8
3485,-118.24,34.08,52,137,26,65,24,4.025,137.5
3486,-118.23,34.09,47,859,239,913,234,2.6442,136.1
3487,-118.23,34.09,49,1638,456,1500,430,2.6923,150
3488,-118.23,34.09,45,1747,484,1680,441,2.6051,155.5
3489,-118.25,34.09,52,2050,429,957,418,3.5603,210
3490,-118.25,34.09,52,104,20,32,17,3.75,241.7
3491,-118.25,34.08,44,1425,438,1121,374,2.1108,200
3492,-118.25,34.08,47,2133,689,2104,662,2.6136,169.2
3493,-118.25,34.09,43,1903,635,1919,613,2.6336,174.3
3494,-118.25,34.09,52,1866,470,1211,417,2.935,189.4
3495,-118.26,34.08,45,2174,627,1992,557,2.5428,167.8
3496,-118.25,34.09,52,3142,765,1728,682,3.1864,189.8
3497,-118.26,34.08,45,2225,827,2699,792,1.9209,179.2
3498,-118.26,34.07,46,2341,703,2371,648,2.4038,181.7
3499,-118.26,34.07,52,830,200,701,189,2.7625,232.1
3500,-118.25,34.07,47,2059,618,2033,544,1.9028,217.9
3501,-118.25,34.07,43,764,322,1275,306,2,175
3502,-118.25,34.07,18,4297,1420,4332,1286,2.2545,192.5
3503,-118.25,34.07,16,719,225,801,218,2.3942,133.3
3504,-118.22,34.09,40,1081,282,970,263,1.875,150
3505,-118.22,34.08,34,1709,562,2105,503,1.9704,152.1
3506,-118.19,34.08,38,1241,298,1055,263,2.3409,115.5
3507,-118.2,34.07,21,1353,380,1688,367,1.9937,139.6
3508,-118.2,34.07,34,1765,551,2203,500,2.2708,159.6
3509,-118.21,34.08,39,986,361,1347,299,2.2907,133.9
3510,-118.21,34.08,26,2574,807,3163,802,1.9495,173.2
3511,-118.2,34.09,39,1594,430,1668,378,2.5343,138.2
3512,-118.2,34.08,41,1807,429,1699,424,2.2222,126
3513,-118.19,34.1,39,2054,423,1205,403,4.239,213
3514,-118.21,34.08,52,3672,808,3062,764,2.6806,153
3515,-118.21,34.09,39,1287,353,1171,345,1.6118,138.5
3516,-118.21,34.09,39,1561,445,1780,391,2.4632,144.2
3517,-118.22,34.07,36,839,250,1079,245,1.7463,158.3
3518,-118.21,34.07,31,1077,300,1198,274,2.1333,160.2
3519,-118.21,34.07,47,1346,383,1452,371,1.7292,191.7
3520,-118.21,34.07,31,1453,404,1486,389,2.3859,153.1
3521,-118.21,34.06,29,1478,413,1580,394,1.8781,147.5
3522,-118.16,34.09,36,3334,920,2881,800,2.1696,170.8
3523,-118.18,34.09,40,2744,708,2747,674,2.6226,148.8
3524,-118.18,34.09,44,1688,426,1605,384,3.3785,184.9
3525,-118.18,34.1,10,1907,398,921,369,4.875,200.4
3526,-118.18,34.1,10,1940,445,763,412,4.975,166.7
3527,-118.18,34.1,7,2529,689,1215,577,4.7853,153.1
3528,-118.18,34.1,8,1116,267,435,235,4.9231,230.9
3529,-118.18,34.08,35,2226,602,2230,549,2.9167,129.3
3530,-118.19,34.08,35,1554,381,1487,374,1.9038,139.5
3531,-118.19,34.07,38,2965,665,2128,650,3.0241,166.3
3532,-118.19,34.06,44,1734,364,1133,351,2.5132,163.1
3533,-118.16,34.09,33,1515,415,1345,346,2.375,175
3534,-118.17,34.09,36,3066,797,3097,780,2.5523,156.5
3535,-118.17,34.09,33,2907,797,3212,793,2.2348,146.6
3536,-118.18,34.08,31,1318,311,1164,289,2.9939,135.5
3537,-118.18,34.08,33,1369,408,1475,377,2.3281,151.9
3538,-118.16,34.08,43,1523,378,1338,352,3.2031,144.6
3539,-118.17,34.08,39,787,181,731,179,3.2279,158.5
3540,-118.17,34.08,33,851,231,936,228,3.375,147.5
3541,-118.18,34.07,28,2616,630,2218,621,2.6842,156
3542,-118.17,34.07,19,2150,544,1510,467,3.4952,150
3543,-118.19,34.06,47,2324,658,3020,594,1.1868,93.8
3544,-118.2,34.05,8,762,204,728,174,2.4886,137.5
3545,-118.2,34.05,36,2672,675,2883,674,2.0885,142.8
3546,-118.19,34.05,37,349,79,276,64,3.2125,125
3547,-118.2,34.06,46,321,101,401,86,2.1029,109.4
3548,-118.21,34.06,30,511,153,1152,149,2.3611,156.8
3549,-118.22,34.05,36,1243,470,1668,444,1.0714,137.5
3550,-118.22,34.06,34,1083,364,1132,338,2.2344,153.1
3551,-118.22,34.05,34,1113,313,928,290,3.1654,155
3552,-118.22,34.05,41,1422,478,1640,434,1.6122,157.1
3553,-118.21,34.05,26,745,258,694,236,1.3846,129.2
3554,-118.21,34.05,28,1079,306,1358,285,2.52,131.9
3555,-118.21,34.05,28,950,357,1485,345,1.9271,136.4
3556,-118.2,34.05,43,1165,317,1279,303,1.9615,141.7
3557,-118.2,34.05,40,1146,323,1354,321,1.9205,121.9
3558,-118.2,34.05,40,1082,318,1085,273,1.7054,117.2
3559,-118.2,34.05,42,1703,586,2490,581,2.02,147.2
3560,-118.19,34.05,43,977,266,1084,259,2.7708,127.9
3561,-118.19,34.05,41,1098,264,1178,245,2.1058,124.3
3562,-118.2,34.05,50,1407,401,1526,385,2.29,121.8
3563,-118.19,34.04,40,1095,305,1322,281,1.9688,150
3564,-118.19,34.03,50,1183,246,851,231,3.2639,142.6
3565,-118.2,34.04,52,1249,307,1223,297,2.07,136.3
3566,-118.2,34.04,47,1894,408,1629,379,3.7619,127.6
3567,-118.2,34.03,52,1754,452,1849,445,2.3716,122.8
3568,-118.2,34.04,44,1399,386,1419,373,1.8224,143.8
3569,-118.2,34.04,36,1625,490,2003,478,2.181,147.2
3570,-118.2,34.04,44,1582,544,1998,515,1.6888,125
3571,-118.2,34.04,18,796,227,547,218,1.0333,135.4
3572,-118.21,34.04,47,1325,393,1557,352,2.8,148.4
3573,-118.21,34.05,28,1841,809,3199,727,1.6319,151.6
3574,-118.22,34.05,43,1153,411,1667,409,1.9402,139.3
3575,-118.21,34.05,47,722,235,930,226,2.5455,114.3
3576,-118.22,34.04,43,2343,803,2468,707,1.5163,115
3577,-118.21,34.04,43,1502,477,1844,477,1.9405,152.5
3578,-118.21,34.04,47,1306,391,1499,346,2.2788,139.6
3579,-118.21,34.03,45,1860,472,1893,456,2.6573,141.8
3580,-118.21,34.03,44,1550,407,1718,403,2.5268,141.1
3581,-118.21,34.03,52,497,132,547,121,2.2083,146.3
3582,-118.2,34.03,41,1292,334,1150,322,1.925,135.2
3583,-118.2,34.02,49,1098,317,1411,301,2.75,146
3584,-118.2,34.03,52,774,209,813,203,2.3472,135.2
3585,-118.2,34.03,37,1583,392,1776,377,2.7266,140.8
3586,-118.21,34.02,45,792,203,872,188,2.6875,129.7
3587,-118.19,34.02,44,2702,770,3260,721,2.3575,144.8
3588,-118.2,34.02,26,36,9,35,9,1.625,175
3589,-118.2,34.02,42,498,120,548,119,3.7543,126.6
3590,-118.21,34.02,52,22,7,55,7,7.5752,67.5
3591,-118.21,34.02,43,1811,513,2123,487,1.3615,133.3
3592,-118.23,34.05,52,346,270,346,251,2.5313,225
3593,-118.24,34.05,13,1703,697,1823,669,0.8288,181.3
3594,-118.24,34.04,52,116,107,171,92,1.0769,112.5
3595,-118.24,34.06,33,390,199,435,193,1.1979,350
3596,-118.24,34.06,8,1204,552,1074,517,1.0227,87.5
3597,-118.24,34.06,19,2870,1021,3325,978,1.7395,162.5
3598,-118.25,34.05,52,2806,1944,2232,1605,0.6775,350
3599,-118.25,34.05,8,3105,1256,1086,997,0.8131,275
3600,-118.25,34.06,12,4011,1438,1673,1088,5.3081,287.5
3601,-118.26,34.05,52,58,52,41,27,4.0972,500.001
3602,-118.26,34.04,6,1529,566,1051,473,2.462,162.5
3603,-118.25,34.06,52,174,66,249,57,1.7763,312.5
3604,-118.26,34.06,15,326,123,490,105,1.4886,175
3605,-118.26,34.06,40,637,273,1150,263,1.8625,131.3
3606,-118.26,34.07,52,1802,613,2382,587,1.8438,185.9
3607,-118.26,34.07,40,680,273,995,249,2.2607,165.6
3608,-118.26,34.07,30,929,238,763,214,2.5227,187.5
3609,-118.26,34.06,42,2541,1282,3974,1189,1.5854,87.5
3610,-118.27,34.07,42,1175,428,1593,407,2.3438,213.3
3611,-118.27,34.06,30,1771,788,2188,764,1.5885,154.2
3612,-118.27,34.07,34,786,341,1239,320,2.3438,152.1
3613,-118.27,34.06,33,1416,686,2013,614,1.9818,208.3
3614,-118.27,34.07,33,1177,468,1533,430,2.3981,183.3
3615,-118.28,34.07,41,1072,331,1111,314,1.9233,207.1
3616,-118.28,34.07,24,3247,1281,2642,1182,2.4632,216.7
3617,-118.28,34.07,14,1924,926,2226,792,2.2552,265.9
3618,-118.28,34.07,32,1777,536,1684,489,2.3636,190
3619,-118.28,34.07,25,7522,3179,7221,2902,2.0173,177.5
3620,-118.28,34.06,14,1787,853,2251,763,1.1642,400
3621,-118.28,34.06,17,2518,1196,3051,1000,1.7199,175
3622,-118.27,34.06,17,2124,1168,3915,1137,1.1346,137.5
3623,-118.27,34.06,25,1714,1176,3723,1036,1.3241,112.5
3624,-118.27,34.06,45,564,353,1172,319,1.494,187.5
3625,-118.27,34.06,26,513,338,1204,321,1.4904,275
3626,-118.26,34.06,33,1950,1047,3707,1012,1.7238,110
3627,-118.27,34.05,52,1292,864,2081,724,0.9563,275
3628,-118.28,34.06,52,1261,616,2309,581,1.6184,225
3629,-118.28,34.06,52,936,454,990,354,1.1122,187.5
3630,-118.28,34.06,42,2472,1368,3795,1179,1.2254,162.5
3631,-118.27,34.05,25,1316,836,2796,784,1.7866,325
3632,-118.27,34.05,26,1164,674,1685,541,1.5727,225
3633,-118.28,34.05,28,1306,637,2079,598,1.4615,275
3634,-118.28,34.05,31,1525,730,2510,652,1.6355,162.5
3635,-118.28,34.05,41,1788,774,2931,702,1.4413,158.9
3636,-118.28,34.05,44,968,384,1805,375,1.4801,212.5
3637,-118.27,34.05,47,661,359,1406,307,1.3169,112.5
3638,-118.27,34.04,13,1784,730,2158,682,1.7038,118.1
3639,-118.27,34.05,24,323,214,751,189,1.8304,225
3640,-118.33,34.06,52,1841,240,693,218,15.0001,500.001
3641,-118.33,34.07,52,1482,171,531,161,15.0001,500.001
3642,-118.34,34.06,52,2089,309,883,281,7.4574,500.001
3643,-118.34,34.06,52,1311,310,707,290,3.4812,432.8
3644,-118.29,34.07,19,3013,1118,2465,1008,2.5386,290.6
3645,-118.29,34.06,9,1554,815,1704,761,2.0185,141.7
3646,-118.29,34.07,22,492,269,634,261,1.6406,300
3647,-118.29,34.07,26,2302,1124,2660,1004,2.3567,253.1
3648,-118.29,34.08,43,3056,1345,3920,1304,1.925,300
3649,-118.3,34.07,31,1489,664,1793,556,2.4348,230.6
3650,-118.3,34.07,46,5677,2610,7443,2406,1.8238,237.5
3651,-118.3,34.07,26,2107,757,2660,740,2.3375,282.3
3652,-118.3,34.07,36,2657,738,2274,723,3.425,281.7
3653,-118.31,34.07,28,2362,949,2759,894,2.2364,305.6
3654,-118.31,34.08,49,2549,630,1539,594,2.6218,350.9
3655,-118.31,34.07,40,2657,794,2149,749,2.2653,445
3656,-118.32,34.07,52,2980,366,967,359,11.2185,500.001
3657,-118.31,34.06,36,369,147,145,136,0.8804,450
3658,-118.32,34.06,52,983,246,578,204,5.7393,500.001
3659,-118.32,34.07,25,2740,707,1420,664,3.5909,404.5
3660,-118.31,34.07,26,5062,2055,4533,1822,2.3105,166.7
3661,-118.31,34.06,30,3110,1269,2535,1218,1.6987,412.5
3662,-118.3,34.07,18,3759,1621,3296,1462,2.2708,175
3663,-118.31,34.07,20,3264,1248,2919,1191,2.3674,500.001
3664,-118.3,34.06,20,1782,896,1749,823,2.2094,75
3665,-118.31,34.06,34,2470,1197,2326,1055,1.9038,325
3666,-118.29,34.07,24,4021,1707,3727,1529,1.7365,112.5
3667,-118.3,34.07,28,5221,2530,5840,2374,1.8829,300
3668,-118.3,34.06,43,1366,740,942,672,1.6953,150
3669,-118.29,34.06,42,3894,2293,6846,2156,1.5553,70
3670,-118.29,34.06,27,2456,1111,4137,1104,1.5954,187.5
3671,-118.29,34.06,46,1759,1012,2716,877,2.1637,350
3672,-118.3,34.06,47,1390,872,2860,827,1.468,137.5
3673,-118.29,34.06,23,2040,778,2235,697,1.9309,233.3
3674,-118.3,34.06,33,2437,1283,3906,1084,2.0332,270
3675,-118.3,34.06,21,3960,1490,3468,1335,1.8214,475
3676,-118.3,34.06,23,2512,1203,3720,1118,1.7896,322.2
3677,-118.31,34.06,24,1336,453,1268,426,2.8202,500.001
3678,-118.31,34.06,47,3038,1533,4225,1472,1.6725,187.5
3679,-118.31,34.06,34,1848,667,1351,589,2.0547,410
3680,-118.31,34.06,52,2124,756,1920,756,2.1435,328.9
3681,-118.31,34.06,31,2827,1084,3107,993,2.0278,360
3682,-118.31,34.06,14,1559,646,1639,567,1.9949,380
